1.44579	3.39005
2.89158	2.79227
4.40966	1.88189
5.92774	1.34212
7.52172	1.05847
9.11571	0.873005
10.7894	0.737216
12.4631	0.637872
14.2204	0.558846
15.9778	0.497216
17.823	0.445643
19.6683	0.403753
21.6058	0.367497
23.5433	0.337212
25.5776	0.310364
27.612	0.287473
29.7481	0.266815
31.8842	0.248925
34.1271	0.232555
36.37	0.218205
38.725	0.204928
41.0801	0.193174
43.5529	0.182202
46.0257	0.172409
48.6221	0.163199
51.2185	0.154923
53.9448	0.147091
56.671	0.140013
59.5336	0.133279
62.3962	0.127163
65.4019	0.121318
68.4075	0.115986
71.5635	0.11087
74.7195	0.106186
78.0333	0.101676
81.3471	0.0975334
84.8265	0.093532
88.306	0.0898459
91.9594	0.0862759
95.6129	0.0829787
99.449	0.0797774
103.285	0.0768138
107.313	0.0739303
111.341	0.0712553
115.57	0.0686473
119.8	0.0662234
124.24	0.063856
128.681	0.061652
133.344	0.0594958
138.007	0.0574853
142.903	0.0555155
147.799	0.0536761
152.939	0.0518716
158.08	0.0501845
163.478	0.0485272
168.876	0.0469758
174.543	0.0454502
180.211	0.0440205
186.162	0.042613
192.113	0.0412927
198.362	0.0399917
204.611	0.0387702
211.172	0.0375653
217.733	0.0364331
224.622	0.0353155
231.511	0.0342644
238.744	0.033226
245.978	0.0322487
253.573	0.0312825
261.168	0.0303725
269.143	0.0294723
277.118	0.0286239
285.492	0.0277842
293.866	0.0269922
302.658	0.0262079
311.451	0.0254678
320.683	0.0247344
329.915	0.024042
339.609	0.0233556
349.302	0.0227072
359.481	0.0220641
369.659	0.0214563
380.346	0.0208532
391.034	0.0202831
402.255	0.0197171
413.477	0.0191817
425.259	0.0186501
437.042	0.0181471
449.414	0.0176473
461.786	0.0171743
474.776	0.0167042
487.767	0.0162591
501.407	0.0158166
515.047	0.0153976
529.369	0.0149808
543.691	0.014586
558.729	0.0141932
573.767	0.013821
589.557	0.0134506
605.347	0.0130996
621.926	0.0127502
638.506	0.0124189
655.914	0.0120891
673.322	0.0117764
691.601	0.0114649
709.88	0.0111695
729.073	0.0108753
748.266	0.0105962
768.418	0.0103181
788.571	0.0100542
809.731	0.00979128
830.891	0.00954174
853.109	0.00929305
875.327	0.00905698
898.656	0.00882168
921.985	0.00859828
946.48	0.00837556
970.975	0.00816408
996.696	0.00795321
1022.42	0.00775295
1049.42	0.00755325
1076.43	0.00736356
1104.78	0.00717438
1133.14	0.00699466
1162.92	0.00681539
1192.69	0.00664506
1223.95	0.00647514
1255.22	0.00631369
1288.04	0.0061526
1320.87	0.00599951
1355.34	0.00584675
1389.8	0.00570157
1425.99	0.00555668
1462.19	0.00541897
1500.19	0.00528152
1538.19	0.00515086
1578.09	0.00502044
1617.99	0.00489645
1659.88	0.00477268
1701.78	0.004655
1745.77	0.00453752
1789.76	0.00442581
1835.95	0.00431428
1882.14	0.00420823
1930.64	0.00410233
1979.14	0.00400162
2030.06	0.00390106
2080.98	0.00380541
2134.45	0.0037099
2187.93	0.00361906
2244.07	0.00352833
2300.21	0.00344203
2359.16	0.00335584
2418.12	0.00327385
2480.01	0.00319196
2541.91	0.00311405
2606.91	0.00303623
2671.9	0.0029622
2740.14	0.00288824
2808.39	0.00281788
2880.04	0.00274759
2951.7	0.00268071
3026.94	0.0026139
